interaction_id,lead_id,channel,direction,timestamp,outcome,response_time_seconds,script_version
800364,70119,Call,Inbound,2025-10-03T18:31:00,Replied,2325,v3
800365,70120,Call,Inbound,2025-10-10T07:49:00,Replied,3008,v2
800366,70121,Call,Outbound,2025-10-18T16:42:00,Opted-Out,6341,v1
800367,70121,Email,Inbound,2025-10-19T04:30:00,Opted-Out,4362,v3
800368,70121,Call,Inbound,2025-10-19T17:41:00,Connected,4816,v2
800369,70122,Call,Outbound,2025-09-17T18:15:00,Left VM,4835,v3
800370,70123,SMS,Inbound,2025-09-01T17:59:00,Left VM,643,v3
800371,70123,Email,Inbound,2025-09-02T15:36:00,Replied,6264,v1
800372,70124,Call,Outbound,2025-09-28T17:49:00,Connected,3455,v3
800373,70124,SMS,Inbound,2025-09-29T02:56:00,No Answer,3703,v3
800374,70124,Email,Outbound,2025-09-29T07:26:00,Replied,3462,v3
800375,70124,Call,Outbound,2025-09-30T01:07:00,Opted-Out,2275,v3
800376,70124,Email,Outbound,2025-09-30T06:01:00,Opted-Out,528,v3
800377,70125,Email,Outbound,2025-10-11T02:19:00,Connected,3616,v3
800378,70125,SMS,Inbound,2025-10-11T15:55:00,Replied,5004,v2
800379,70126,Call,Outbound,2025-08-26T22:19:00,Opted-Out,1814,v3
800380,70126,SMS,Inbound,2025-08-26T23:07:00,Opted-Out,5827,v3
800381,70127,Email,Outbound,2025-10-10T00:33:00,No Answer,5832,v2
800382,70127,Call,Outbound,2025-10-10T19:53:00,Connected,403,v3
800383,70127,Email,Outbound,2025-10-11T04:30:00,Connected,2305,v1
800384,70127,Call,Outbound,2025-10-11T14:13:00,Connected,4409,v1
800385,70127,SMS,Inbound,2025-10-11T14:45:00,Opted-Out,3053,v2
800386,70128,Email,Outbound,2025-10-18T14:01:00,Replied,5039,v2
800387,70129,SMS,Outbound,2025-08-24T21:31:00,No Answer,1826,v3
800388,70129,Call,Inbound,2025-08-25T07:33:00,Left VM,4432,v3
800389,70129,Call,Inbound,2025-08-26T03:57:00,No Answer,7157,v3
800390,70130,Call,Inbound,2025-10-14T14:23:00,Connected,2686,v2
800391,70130,SMS,Inbound,2025-10-14T21:50:00,Connected,3684,v1
800392,70130,Email,Outbound,2025-10-15T13:08:00,Replied,797,v2
800393,70130,Email,Outbound,2025-10-15T19:49:00,Connected,1577,v3
800394,70130,SMS,Outbound,2025-10-16T13:03:00,No Answer,202,v2
800395,70131,Email,Outbound,2025-10-02T15:56:00,Left VM,1205,v1
800396,70131,Call,Inbound,2025-10-03T06:59:00,Replied,851,v3
800397,70132,SMS,Outbound,2025-10-04T21:58:00,Opted-Out,846,v2
800398,70132,Call,Outbound,2025-10-05T11:34:00,Left VM,6284,v3
800399,70132,Call,Outbound,2025-10-05T13:33:00,Left VM,2222,v1
800400,70132,SMS,Outbound,2025-10-06T11:27:00,Left VM,6515,v1
800401,70132,SMS,Inbound,2025-10-07T06:27:00,Left VM,1687,v1
800402,70133,Email,Outbound,2025-09-21T08:45:00,No Answer,2747,v2
800403,70133,Call,Outbound,2025-09-21T14:31:00,Opted-Out,5699,v2
800404,70133,SMS,Outbound,2025-09-22T12:26:00,Left VM,6787,v1
800405,70133,SMS,Inbound,2025-09-22T16:26:00,Left VM,4220,v2
800406,70134,Call,Outbound,2025-09-16T20:16:00,Connected,3529,v2
800407,70134,Email,Inbound,2025-09-17T01:47:00,Connected,5636,v2
800408,70135,Call,Outbound,2025-09-04T06:24:00,Connected,863,v2
800409,70136,SMS,Inbound,2025-09-15T18:34:00,Left VM,2983,v1
800410,70136,SMS,Outbound,2025-09-15T20:32:00,Connected,3541,v3
800411,70136,SMS,Outbound,2025-09-16T08:27:00,Replied,1260,v3
800412,70137,Email,Inbound,2025-10-05T17:39:00,Left VM,2250,v2
800413,70137,Email,Inbound,2025-10-06T16:44:00,Left VM,6492,v1
800414,70137,SMS,Outbound,2025-10-06T22:18:00,No Answer,1240,v2
800415,70138,Call,Outbound,2025-09-08T09:12:00,Opted-Out,3531,v3
800416,70138,Call,Outbound,2025-09-08T19:12:00,No Answer,1074,v1
800417,70138,Email,Inbound,2025-09-09T08:50:00,Replied,3502,v2
800418,70138,SMS,Inbound,2025-09-09T23:27:00,Connected,6601,v3
800419,70139,Email,Inbound,2025-10-09T06:52:00,Opted-Out,4402,v2
800420,70139,SMS,Outbound,2025-10-10T01:32:00,Replied,714,v3
800421,70140,SMS,Outbound,2025-09-22T07:52:00,Left VM,1956,v2
800422,70140,Call,Outbound,2025-09-22T08:27:00,No Answer,4604,v2
800423,70140,Call,Outbound,2025-09-22T13:30:00,No Answer,2986,v1
800424,70140,Email,Outbound,2025-09-23T00:03:00,Opted-Out,3479,v1
800425,70141,Call,Outbound,2025-09-12T19:07:00,Left VM,5729,v3
800426,70141,Email,Outbound,2025-09-13T00:30:00,Replied,3074,v1
800427,70142,SMS,Outbound,2025-10-09T12:37:00,Replied,6890,v3
800428,70143,Call,Inbound,2025-10-06T18:38:00,Connected,677,v1
800429,70143,Call,Inbound,2025-10-06T21:45:00,Connected,6300,v1
800430,70144,SMS,Inbound,2025-09-05T23:49:00,Replied,3401,v3
800431,70144,Email,Outbound,2025-09-06T11:49:00,No Answer,941,v1
800432,70144,SMS,Outbound,2025-09-06T14:21:00,Opted-Out,6183,v1
800433,70144,Call,Outbound,2025-09-07T08:01:00,Replied,6851,v2
800434,70145,SMS,Inbound,2025-09-25T10:02:00,Opted-Out,4141,v2
800435,70145,Email,Outbound,2025-09-25T18:17:00,No Answer,783,v3
800436,70145,Call,Outbound,2025-09-26T07:40:00,Replied,5101,v1
800437,70145,Email,Outbound,2025-09-26T15:38:00,Opted-Out,4986,v1
800438,70146,Email,Inbound,2025-08-25T06:09:00,Replied,1380,v1
800439,70146,SMS,Inbound,2025-08-25T19:19:00,Connected,2241,v1
800440,70146,Call,Inbound,2025-08-25T23:22:00,Opted-Out,6409,v2
800441,70146,Call,Inbound,2025-08-26T00:49:00,Connected,4466,v1
800442,70147,SMS,Outbound,2025-10-14T23:29:00,No Answer,1567,v3
800443,70148,Call,Outbound,2025-10-23T17:05:00,No Answer,726,v3
800444,70148,Call,Inbound,2025-10-24T12:51:00,Left VM,423,v2
800445,70149,Call,Inbound,2025-09-05T02:20:00,No Answer,3291,v3
800446,70150,Email,Inbound,2025-10-13T20:23:00,Connected,5786,v3
800447,70150,Email,Inbound,2025-10-14T00:12:00,Opted-Out,857,v3
800448,70151,SMS,Inbound,2025-09-08T10:25:00,Replied,4833,v1
800449,70151,Call,Outbound,2025-09-08T20:49:00,Replied,675,v3
800450,70152,Call,Outbound,2025-10-04T03:54:00,Connected,4139,v3
800451,70153,SMS,Inbound,2025-09-03T13:13:00,Replied,6463,v1
800452,70153,Email,Inbound,2025-09-04T01:17:00,Opted-Out,7041,v2
800453,70153,SMS,Inbound,2025-09-04T03:08:00,Connected,1740,v3
800454,70153,Call,Outbound,2025-09-05T00:20:00,Opted-Out,5172,v2
800455,70153,Call,Outbound,2025-09-05T04:09:00,No Answer,4512,v1
800456,70154,Email,Inbound,2025-09-11T21:22:00,Connected,2451,v1
800457,70154,Email,Inbound,2025-09-12T00:11:00,No Answer,760,v1
800458,70154,SMS,Inbound,2025-09-12T06:47:00,No Answer,3906,v2
800459,70154,SMS,Outbound,2025-09-12T22:22:00,Left VM,4689,v2
800460,70155,Email,Inbound,2025-10-15T02:11:00,Replied,7050,v3
800461,70156,Email,Inbound,2025-09-20T06:30:00,No Answer,713,v3
800462,70156,SMS,Inbound,2025-09-20T21:06:00,No Answer,5621,v1
800463,70157,Call,Outbound,2025-10-18T16:13:00,Opted-Out,95,v1
800464,70157,Email,Inbound,2025-10-18T20:18:00,Connected,4700,v2
800465,70157,Call,Inbound,2025-10-18T23:17:00,Replied,5511,v1
800466,70157,Email,Inbound,2025-10-19T11:41:00,Opted-Out,6733,v2
800467,70157,Call,Outbound,2025-10-19T15:54:00,Left VM,3281,v2
800468,70158,Email,Outbound,2025-09-13T04:20:00,No Answer,2835,v3
800469,70158,Call,Inbound,2025-09-13T21:25:00,Left VM,2310,v2
800470,70159,Call,Inbound,2025-09-03T07:25:00,Connected,5274,v1
800471,70160,Call,Inbound,2025-09-06T05:55:00,Left VM,6653,v2
800472,70160,Email,Outbound,2025-09-06T21:05:00,Left VM,1762,v1
800473,70160,Email,Inbound,2025-09-07T20:55:00,No Answer,5237,v1
800474,70161,Call,Inbound,2025-10-11T16:10:00,Replied,699,v2
800475,70162,SMS,Outbound,2025-10-01T05:11:00,No Answer,1537,v1
800476,70162,Email,Inbound,2025-10-01T08:50:00,No Answer,1377,v1
800477,70162,Email,Inbound,2025-10-01T21:15:00,Replied,4416,v3
800478,70162,SMS,Inbound,2025-10-02T03:14:00,No Answer,5706,v3
800479,70163,SMS,Outbound,2025-09-06T13:08:00,Left VM,5950,v3
800480,70163,SMS,Outbound,2025-09-07T09:22:00,No Answer,5470,v3
800481,70163,Call,Outbound,2025-09-07T20:40:00,Replied,1238,v2
800482,70163,Call,Inbound,2025-09-08T07:58:00,No Answer,4295,v3
800483,70164,Call,Inbound,2025-09-05T08:35:00,Opted-Out,828,v1
800484,70165,Email,Outbound,2025-10-11T21:01:00,Opted-Out,3122,v1
800485,70165,Call,Outbound,2025-10-12T09:23:00,Opted-Out,147,v2
800486,70166,Email,Inbound,2025-08-31T16:21:00,Opted-Out,6739,v1
800487,70166,SMS,Inbound,2025-09-01T09:53:00,Replied,3391,v2
800488,70166,SMS,Inbound,2025-09-01T22:24:00,Opted-Out,6297,v2
800489,70167,Email,Inbound,2025-10-20T23:13:00,No Answer,1479,v3
800490,70168,SMS,Inbound,2025-08-29T16:12:00,Replied,2364,v3
800491,70168,SMS,Inbound,2025-08-30T16:12:00,No Answer,5781,v3
800492,70168,Call,Outbound,2025-08-30T20:05:00,Left VM,5351,v1
800493,70168,Email,Outbound,2025-08-31T17:37:00,Replied,6173,v3
800494,70168,Call,Inbound,2025-09-01T12:42:00,Opted-Out,4791,v1
800495,70169,Call,Outbound,2025-10-02T05:58:00,Replied,4548,v2
800496,70169,Call,Inbound,2025-10-02T10:22:00,Left VM,2902,v2
800497,70169,SMS,Inbound,2025-10-03T00:57:00,Left VM,3099,v1
800498,70170,Email,Inbound,2025-10-06T04:35:00,No Answer,6898,v2
800499,70170,Call,Outbound,2025-10-07T04:03:00,Replied,297,v1
800500,70170,Call,Inbound,2025-10-07T05:26:00,Opted-Out,6747,v3
800501,70170,Email,Inbound,2025-10-08T02:24:00,Connected,4717,v2
800502,70170,SMS,Inbound,2025-10-08T11:09:00,Connected,5078,v3
800503,70171,SMS,Inbound,2025-10-03T13:16:00,Connected,5242,v2
800504,70171,Email,Inbound,2025-10-03T19:41:00,Opted-Out,1327,v2
800505,70171,Call,Outbound,2025-10-04T04:04:00,Opted-Out,999,v3
800506,70171,Email,Inbound,2025-10-05T00:15:00,Opted-Out,1332,v2
800507,70172,Call,Outbound,2025-09-02T17:19:00,Replied,124,v3
800508,70172,Call,Outbound,2025-09-03T14:04:00,Opted-Out,5826,v3
800509,70173,Email,Outbound,2025-09-28T10:52:00,Connected,3746,v3
800510,70174,Call,Outbound,2025-09-22T15:54:00,No Answer,1617,v3
800511,70174,SMS,Inbound,2025-09-23T00:46:00,No Answer,5430,v1
800512,70174,Call,Outbound,2025-09-23T10:39:00,Left VM,5259,v3
800513,70175,Email,Outbound,2025-09-24T14:53:00,Left VM,1191,v2
800514,70176,Call,Outbound,2025-09-25T01:03:00,Replied,6949,v2
800515,70176,Email,Outbound,2025-09-25T08:38:00,Replied,6546,v1
800516,70176,Call,Inbound,2025-09-25T23:15:00,Left VM,1752,v3
800517,70177,Email,Inbound,2025-09-16T07:19:00,Connected,1502,v2
800518,70177,Call,Outbound,2025-09-16T08:09:00,Left VM,2838,v2
800519,70177,SMS,Outbound,2025-09-17T01:10:00,Connected,4304,v3
800520,70177,Call,Outbound,2025-09-17T10:21:00,Opted-Out,272,v3
800521,70178,SMS,Outbound,2025-09-09T06:25:00,Connected,7131,v2
800522,70179,Call,Inbound,2025-08-27T00:36:00,Connected,1830,v1
800523,70180,Email,Inbound,2025-09-18T04:02:00,Connected,783,v2
800524,70180,SMS,Inbound,2025-09-18T23:21:00,Replied,6134,v2
800525,70181,Email,Outbound,2025-09-04T12:18:00,No Answer,1446,v1
800526,70181,SMS,Inbound,2025-09-05T12:15:00,Replied,872,v3
800527,70181,Email,Outbound,2025-09-06T08:48:00,Connected,5945,v2
800528,70181,Email,Inbound,2025-09-07T00:05:00,Opted-Out,6150,v2
800529,70182,Call,Inbound,2025-09-19T10:24:00,Replied,1666,v3
800530,70182,Email,Outbound,2025-09-19T22:56:00,Replied,1400,v1
800531,70182,Email,Inbound,2025-09-20T16:53:00,No Answer,4977,v3
800532,70183,Email,Outbound,2025-09-21T00:53:00,Left VM,1503,v2
800533,70183,Call,Inbound,2025-09-21T16:02:00,Connected,625,v1
800534,70183,Email,Inbound,2025-09-22T14:57:00,Connected,6415,v2
800535,70183,Call,Inbound,2025-09-22T19:37:00,Left VM,5902,v2
800536,70183,Email,Inbound,2025-09-23T03:24:00,Connected,4630,v1
800537,70184,SMS,Outbound,2025-10-03T03:39:00,Opted-Out,1811,v1
800538,70184,Email,Outbound,2025-10-03T23:17:00,Opted-Out,5324,v2
800539,70184,Email,Inbound,2025-10-04T23:04:00,No Answer,1653,v1
800540,70184,Email,Inbound,2025-10-05T01:15:00,Left VM,2278,v2
800541,70185,Email,Outbound,2025-10-15T21:01:00,Opted-Out,2707,v3
800542,70186,SMS,Outbound,2025-09-08T20:21:00,No Answer,176,v3
800543,70186,Call,Inbound,2025-09-09T16:30:00,No Answer,1103,v2
800544,70186,SMS,Outbound,2025-09-09T18:15:00,No Answer,5312,v1
800545,70186,Email,Outbound,2025-09-09T21:07:00,Replied,5954,v2
800546,70187,Email,Inbound,2025-10-04T22:35:00,Left VM,4588,v2
800547,70187,SMS,Outbound,2025-10-05T15:56:00,Replied,2474,v3
800548,70187,Email,Outbound,2025-10-06T07:56:00,No Answer,5092,v1
800549,70188,Call,Outbound,2025-09-28T23:35:00,Connected,891,v2
800550,70189,Call,Outbound,2025-10-17T17:59:00,Connected,5961,v2
800551,70189,Call,Outbound,2025-10-18T12:49:00,No Answer,6460,v1
800552,70189,Call,Inbound,2025-10-18T17:05:00,Left VM,2190,v2
800553,70189,SMS,Inbound,2025-10-19T17:03:00,No Answer,5753,v1
800554,70190,Email,Outbound,2025-10-06T06:49:00,Connected,2645,v1
800555,70190,Email,Inbound,2025-10-07T03:15:00,Left VM,4304,v3
800556,70191,Email,Inbound,2025-10-17T15:02:00,No Answer,2667,v3
800557,70191,Call,Outbound,2025-10-18T08:00:00,No Answer,6306,v2
800558,70192,SMS,Outbound,2025-10-15T01:31:00,Connected,5723,v1
800559,70193,Call,Outbound,2025-09-28T08:06:00,Left VM,5522,v1
800560,70194,Call,Inbound,2025-10-16T02:39:00,Left VM,2818,v1
800561,70194,SMS,Inbound,2025-10-16T23:18:00,No Answer,5834,v2
800562,70194,Call,Outbound,2025-10-17T22:10:00,Connected,1822,v2
800563,70194,Email,Outbound,2025-10-18T11:49:00,Replied,1569,v1
800564,70195,Call,Inbound,2025-10-08T05:53:00,Opted-Out,5341,v1
800565,70195,Email,Outbound,2025-10-08T11:24:00,Left VM,2000,v1
800566,70195,Call,Inbound,2025-10-09T03:37:00,Left VM,3931,v3
800567,70196,Email,Inbound,2025-10-23T04:16:00,Left VM,4538,v1
800568,70196,Email,Outbound,2025-10-23T16:51:00,Connected,3281,v3
800569,70196,SMS,Inbound,2025-10-24T08:03:00,Left VM,3645,v2
800570,70196,Call,Outbound,2025-10-24T21:10:00,Replied,6026,v2
800571,70196,Email,Outbound,2025-10-25T04:17:00,Replied,1477,v3
800572,70197,SMS,Inbound,2025-10-11T10:33:00,Opted-Out,3581,v1
800573,70197,Call,Outbound,2025-10-12T10:18:00,Left VM,1828,v1
800574,70197,Call,Inbound,2025-10-12T12:36:00,Connected,569,v3
800575,70198,Call,Inbound,2025-10-10T03:41:00,Replied,3248,v1
800576,70199,Email,Outbound,2025-09-06T04:58:00,Connected,6466,v1
800577,70199,SMS,Inbound,2025-09-06T17:19:00,Opted-Out,2389,v3
800578,70200,Call,Inbound,2025-10-18T14:59:00,No Answer,7014,v3
800579,70201,Email,Outbound,2025-10-17T00:32:00,Connected,1564,v2
800580,70201,Call,Outbound,2025-10-17T16:34:00,Replied,3535,v2
800581,70202,Email,Outbound,2025-10-02T22:11:00,Connected,5594,v1
800582,70203,Email,Outbound,2025-09-24T22:45:00,Replied,7183,v1
800583,70203,Call,Outbound,2025-09-25T15:22:00,Left VM,4677,v3
800584,70203,Call,Outbound,2025-09-26T01:47:00,Connected,6380,v1
800585,70203,Email,Inbound,2025-09-26T05:41:00,Replied,4049,v3
800586,70203,SMS,Inbound,2025-09-26T18:09:00,Replied,2106,v2
800587,70204,Email,Inbound,2025-09-06T14:43:00,No Answer,4272,v3
800588,70204,Email,Outbound,2025-09-07T11:33:00,No Answer,5647,v3
800589,70204,Call,Outbound,2025-09-08T09:53:00,Replied,7044,v1
800590,70204,Call,Inbound,2025-09-09T08:53:00,Replied,283,v1
800591,70205,Email,Outbound,2025-09-17T09:55:00,Left VM,1617,v2
800592,70205,Call,Inbound,2025-09-18T08:13:00,Opted-Out,3710,v3
800593,70205,Email,Inbound,2025-09-18T14:41:00,No Answer,3233,v3
800594,70205,Email,Inbound,2025-09-19T05:25:00,Connected,366,v3
800595,70205,SMS,Inbound,2025-09-19T23:40:00,Opted-Out,1037,v2
800596,70206,Email,Inbound,2025-10-11T14:06:00,Left VM,98,v2
800597,70206,Call,Inbound,2025-10-12T13:59:00,Connected,4315,v2
800598,70206,SMS,Outbound,2025-10-13T11:46:00,No Answer,4018,v2
800599,70206,Email,Outbound,2025-10-13T14:28:00,Replied,365,v1
800600,70207,Call,Outbound,2025-08-25T10:16:00,Replied,2535,v1
800601,70207,Email,Outbound,2025-08-26T01:27:00,Left VM,2089,v1
800602,70207,Email,Outbound,2025-08-26T13:54:00,Left VM,5872,v2
800603,70208,Email,Outbound,2025-09-26T00:11:00,No Answer,1822,v1
800604,70208,Email,Outbound,2025-09-26T16:50:00,Replied,3491,v2
800605,70209,Email,Inbound,2025-08-26T20:56:00,Connected,4649,v2
800606,70210,Call,Outbound,2025-09-21T07:34:00,No Answer,1141,v2
800607,70210,Call,Inbound,2025-09-22T02:59:00,No Answer,731,v2
800608,70210,SMS,Inbound,2025-09-22T22:49:00,Opted-Out,1532,v2
800609,70211,Call,Inbound,2025-09-04T13:16:00,No Answer,4157,v3
800610,70211,Email,Inbound,2025-09-05T01:58:00,Replied,3851,v2
800611,70211,Email,Outbound,2025-09-05T16:28:00,Opted-Out,246,v2
800612,70211,Call,Inbound,2025-09-05T19:59:00,Connected,4784,v3
800613,70212,SMS,Inbound,2025-09-24T15:44:00,Left VM,6217,v2
800614,70212,Email,Outbound,2025-09-24T20:31:00,Replied,6644,v3
800615,70212,Call,Outbound,2025-09-25T12:43:00,Left VM,2243,v3
800616,70213,SMS,Outbound,2025-10-21T07:29:00,No Answer,4662,v2
800617,70214,Call,Outbound,2025-09-11T22:17:00,Connected,4259,v1
800618,70214,SMS,Inbound,2025-09-12T17:58:00,Connected,1861,v3
800619,70214,Call,Inbound,2025-09-13T16:18:00,No Answer,5921,v1
800620,70215,SMS,Outbound,2025-09-24T14:27:00,Left VM,580,v1
800621,70215,SMS,Outbound,2025-09-24T20:10:00,Opted-Out,823,v1
800622,70215,Call,Inbound,2025-09-25T03:38:00,Left VM,6851,v3
800623,70215,Email,Outbound,2025-09-25T19:16:00,Left VM,2486,v2
800624,70216,Call,Inbound,2025-09-01T19:41:00,Opted-Out,5611,v2
800625,70216,SMS,Outbound,2025-09-02T18:38:00,Replied,1228,v3
800626,70216,Call,Outbound,2025-09-02T19:52:00,Connected,1428,v3
800627,70216,Call,Inbound,2025-09-03T15:01:00,Replied,2405,v2
800628,70217,Email,Inbound,2025-09-10T07:50:00,No Answer,3234,v2
800629,70218,Email,Inbound,2025-10-12T11:29:00,Connected,259,v2
800630,70219,SMS,Inbound,2025-09-05T21:04:00,Left VM,4785,v2
800631,70219,SMS,Inbound,2025-09-05T22:43:00,Left VM,2935,v1
800632,70219,SMS,Inbound,2025-09-06T15:11:00,No Answer,104,v1
800633,70219,SMS,Outbound,2025-09-07T03:53:00,No Answer,5815,v3
800634,70220,Call,Outbound,2025-09-21T04:02:00,Connected,2912,v3
800635,70220,Email,Inbound,2025-09-21T23:45:00,Connected,2310,v3
800636,70220,Email,Outbound,2025-09-22T10:35:00,Replied,3114,v2
800637,70220,SMS,Outbound,2025-09-23T07:45:00,Opted-Out,5834,v3
800638,70221,Call,Inbound,2025-09-20T20:18:00,Opted-Out,4787,v2
800639,70221,SMS,Inbound,2025-09-21T16:45:00,Left VM,398,v1
800640,70221,Call,Outbound,2025-09-21T22:40:00,Left VM,4121,v3
800641,70221,Email,Outbound,2025-09-22T15:25:00,Connected,893,v1
800642,70221,Email,Outbound,2025-09-23T05:01:00,Left VM,5042,v2
800643,70222,SMS,Outbound,2025-08-27T18:50:00,Replied,6283,v2
800644,70223,Call,Outbound,2025-10-01T08:51:00,No Answer,911,v3
800645,70223,Email,Outbound,2025-10-02T00:41:00,Opted-Out,4588,v1
800646,70223,Email,Inbound,2025-10-02T07:51:00,Replied,5591,v2
800647,70223,Call,Outbound,2025-10-02T16:02:00,Replied,6696,v3
800648,70223,Call,Outbound,2025-10-02T23:05:00,Left VM,1697,v1
800649,70224,Email,Inbound,2025-09-13T19:26:00,Opted-Out,4507,v1
800650,70224,Call,Inbound,2025-09-14T07:33:00,Connected,6849,v1
800651,70225,SMS,Inbound,2025-09-10T11:46:00,No Answer,5096,v3
800652,70225,Call,Inbound,2025-09-10T16:58:00,Replied,5153,v2
800653,70225,SMS,Outbound,2025-09-10T19:53:00,Connected,6439,v3
800654,70225,Call,Outbound,2025-09-11T06:33:00,Replied,1918,v1
800655,70225,SMS,Inbound,2025-09-12T03:34:00,Left VM,1865,v2
800656,70226,SMS,Inbound,2025-10-19T09:36:00,Left VM,7177,v1
800657,70226,Call,Outbound,2025-10-19T19:55:00,Opted-Out,5037,v3
800658,70226,Email,Outbound,2025-10-20T07:04:00,Opted-Out,5744,v1
800659,70227,Email,Outbound,2025-09-06T03:26:00,Left VM,2799,v2
800660,70227,Call,Inbound,2025-09-06T12:50:00,Left VM,1171,v1
800661,70227,SMS,Inbound,2025-09-07T08:00:00,Left VM,1960,v2
800662,70227,SMS,Outbound,2025-09-07T10:59:00,No Answer,609,v2
800663,70227,SMS,Outbound,2025-09-08T07:54:00,Opted-Out,3952,v1
800664,70228,Call,Outbound,2025-09-05T12:14:00,Replied,4188,v1
800665,70228,Email,Inbound,2025-09-06T10:55:00,Replied,2515,v1
800666,70228,Call,Outbound,2025-09-06T12:08:00,Connected,4406,v3
800667,70229,SMS,Outbound,2025-10-19T16:23:00,Opted-Out,3979,v1
800668,70229,Email,Outbound,2025-10-20T06:05:00,Replied,5775,v2
800669,70229,Call,Outbound,2025-10-21T01:20:00,Replied,996,v3
800670,70229,Email,Outbound,2025-10-21T14:23:00,No Answer,3606,v1
800671,70230,Call,Outbound,2025-10-11T03:03:00,Connected,3413,v3
800672,70230,SMS,Outbound,2025-10-11T21:51:00,Left VM,7183,v3
800673,70231,Call,Outbound,2025-09-26T11:53:00,Connected,3622,v1
800674,70231,Call,Inbound,2025-09-26T22:01:00,No Answer,4964,v3
800675,70232,Call,Inbound,2025-09-20T19:38:00,Replied,5416,v1
800676,70232,Call,Outbound,2025-09-21T18:32:00,No Answer,4483,v1
800677,70233,Call,Inbound,2025-09-23T00:37:00,No Answer,3035,v3
800678,70233,SMS,Outbound,2025-09-23T11:06:00,Opted-Out,2221,v2
800679,70233,SMS,Outbound,2025-09-24T06:04:00,Left VM,2869,v2
800680,70233,Email,Inbound,2025-09-25T03:47:00,Left VM,1697,v1
800681,70234,Email,Outbound,2025-10-07T19:04:00,Left VM,3080,v3
800682,70234,Call,Outbound,2025-10-08T00:24:00,Replied,5354,v2
800683,70234,Call,Inbound,2025-10-08T04:47:00,Left VM,2244,v2
800684,70234,Email,Inbound,2025-10-09T01:21:00,Left VM,519,v2
800685,70234,Email,Inbound,2025-10-09T22:39:00,Left VM,7097,v2
800686,70235,Call,Outbound,2025-08-28T01:01:00,Connected,3137,v1
800687,70235,Email,Outbound,2025-08-29T00:02:00,No Answer,286,v3
800688,70235,Call,Inbound,2025-08-29T12:24:00,No Answer,6667,v3
800689,70235,Call,Inbound,2025-08-29T20:17:00,Opted-Out,3585,v2
800690,70236,SMS,Inbound,2025-10-02T16:20:00,No Answer,7062,v3
800691,70237,SMS,Inbound,2025-10-02T10:04:00,Connected,3153,v2
800692,70237,Call,Outbound,2025-10-02T18:41:00,No Answer,6580,v3
800693,70237,Call,Outbound,2025-10-03T04:32:00,Opted-Out,2453,v2
800694,70237,Email,Outbound,2025-10-04T00:31:00,Opted-Out,2276,v2
800695,70238,Email,Outbound,2025-08-31T10:40:00,Left VM,2544,v3
800696,70238,Email,Inbound,2025-09-01T09:43:00,Connected,3665,v2
800697,70238,Email,Outbound,2025-09-01T10:48:00,Replied,333,v2
800698,70239,SMS,Outbound,2025-09-03T17:39:00,Replied,509,v3
800699,70239,Email,Inbound,2025-09-03T20:51:00,Left VM,3638,v1
800700,70239,Email,Inbound,2025-09-04T06:09:00,Replied,1072,v1
800701,70239,Call,Outbound,2025-09-05T04:09:00,Opted-Out,5403,v1
