lead_id,store_id,customer_id,vehicle_id,vendor_id,campaign_name,utm_source,utm_medium,utm_campaign,lead_created_ts,lead_status,assigned_to_employee_id,last_contact_ts,first_response_seconds
70197,1,5053,9053,201,Email Blast Oct,website,cpc,fall-used,2025-10-10T15:59:00,Contacted,1004,2025-10-11T12:42:00,2998.0
70198,1,5039,9031,205,SUV Push,email,referral,oct-clearance,2025-10-09T17:47:00,New,1002,2025-10-10T07:37:00,2907.0
70199,1,5004,9035,204,SUV Push,website,referral,fall-used,2025-09-05T19:19:00,New,1004,2025-09-06T11:48:00,396.0
70200,2,5078,9065,201,Brand Search,carsdotcom,organic,oct-clearance,2025-10-18T11:16:00,Sold,1004,2025-10-19T00:18:00,2489.0
70201,1,5004,9007,200,Used Car Promo,meta,organic,oct-clearance,2025-10-16T18:14:00,Lost,1002,2025-10-17T08:05:00,154.0
70202,1,5105,9005,204,Brand Search,google,email,brand-search,2025-10-02T15:38:00,Lost,1004,2025-10-03T14:47:00,424.0
70203,2,5027,9066,202,Used Car Promo,carsdotcom,cpm,brand-search,2025-09-24T10:14:00,Lost,1002,2025-09-25T06:52:00,840.0
70204,1,5114,9000,200,Email Blast Oct,cargurus,cpm,weekend,2025-09-06T13:46:00,Contacted,1004,2025-09-06T22:24:00,1773.0
70205,1,5017,9061,202,Used Car Promo,email,cpm,brand-search,2025-09-16T18:43:00,New,1024,2025-09-17T09:19:00,411.0
70206,2,5088,9011,201,Used Car Promo,cargurus,email,weekend,2025-10-10T18:16:00,New,1024,2025-10-10T19:59:00,2341.0
70207,2,5013,9078,201,Weekend Sale,google,email,oct-clearance,2025-08-24T13:32:00,Lost,1004,2025-08-24T19:29:00,1299.0
70208,2,5012,9029,205,Weekend Sale,carsdotcom,cpm,fall-used,2025-09-25T16:59:00,New,1002,2025-09-26T03:50:00,1977.0
70209,2,5086,9024,203,Email Blast Oct,cargurus,email,fall-used,2025-08-26T11:31:00,Sold,1024,2025-08-26T22:22:00,
70210,1,5040,9026,204,Used Car Promo,google,cpm,oct-clearance,2025-09-20T11:20:00,Show,1002,2025-09-20T19:20:00,2072.0
70211,1,5034,9008,203,Brand Search,carsdotcom,organic,weekend,2025-09-04T09:30:00,Contacted,1004,2025-09-05T01:17:00,2951.0
70212,1,5011,9036,201,Email Blast Oct,meta,cpm,weekend,2025-09-24T10:54:00,New,1004,2025-09-25T06:17:00,666.0
70213,1,5075,9069,203,Brand Search,meta,referral,oct-suv,2025-10-20T19:37:00,Appt Set,1004,2025-10-20T20:40:00,76.0
70214,1,5112,9009,202,SUV Push,google,cpc,brand-search,2025-09-11T19:43:00,Appt Set,1024,2025-09-12T18:23:00,1590.0
70215,1,5053,9079,202,Brand Search,email,email,brand-search,2025-09-23T16:40:00,Appt Set,1004,2025-09-24T12:15:00,
70216,1,5071,9031,205,Brand Search,website,email,brand-search,2025-09-01T12:55:00,Contacted,1002,2025-09-02T02:41:00,2696.0
70217,1,5084,9065,200,SUV Push,meta,referral,brand-search,2025-09-09T11:15:00,Sold,1004,2025-09-10T09:30:00,
70218,2,5066,9061,205,Weekend Sale,meta,organic,oct-suv,2025-10-11T19:09:00,Sold,1004,2025-10-12T12:48:00,2070.0
70219,2,5024,9000,200,Used Car Promo,cargurus,email,oct-clearance,2025-09-05T16:28:00,Contacted,1004,2025-09-06T14:09:00,
70220,1,5081,9069,203,Weekend Sale,email,email,oct-suv,2025-09-20T10:02:00,Appt Set,1004,2025-09-21T02:10:00,1958.0
70221,1,5076,9019,205,Email Blast Oct,meta,email,brand-search,2025-09-20T10:58:00,New,1004,2025-09-21T06:32:00,1290.0
70222,2,5009,9021,203,Brand Search,carsdotcom,email,fall-used,2025-08-27T17:04:00,Appt Set,1004,2025-08-28T01:55:00,
70223,2,5044,9064,201,SUV Push,carsdotcom,cpc,oct-suv,2025-09-30T10:49:00,Show,1004,2025-09-30T21:08:00,526.0
70224,2,5118,9078,202,SUV Push,meta,cpm,oct-suv,2025-09-13T18:46:00,Contacted,1024,2025-09-14T15:33:00,2805.0
70225,1,5116,9017,200,SUV Push,email,referral,brand-search,2025-09-09T19:06:00,New,1024,2025-09-10T09:05:00,133.0
70226,2,5015,9073,205,Used Car Promo,cargurus,cpc,oct-clearance,2025-10-18T19:47:00,Contacted,1002,2025-10-18T20:25:00,2053.0
70227,1,5077,9047,203,SUV Push,email,cpm,brand-search,2025-09-05T10:52:00,Sold,1024,2025-09-06T05:25:00,830.0
70228,1,5060,9035,200,SUV Push,meta,referral,brand-search,2025-09-05T10:19:00,Contacted,1004,2025-09-05T11:09:00,666.0
70229,2,5101,9046,200,Email Blast Oct,google,cpc,brand-search,2025-10-18T16:37:00,Appt Set,1004,2025-10-19T09:42:00,1267.0
70230,2,5082,9041,203,Weekend Sale,website,email,brand-search,2025-10-10T18:38:00,New,1002,2025-10-10T20:52:00,1251.0
70231,2,5021,9024,203,Brand Search,carsdotcom,email,fall-used,2025-09-26T09:27:00,New,1004,2025-09-27T09:25:00,2326.0
70232,2,5043,9032,201,Weekend Sale,meta,email,fall-used,2025-09-20T09:10:00,Contacted,1024,2025-09-21T07:45:00,847.0
70233,2,5090,9079,205,Email Blast Oct,carsdotcom,cpm,weekend,2025-09-22T11:56:00,Contacted,1002,2025-09-22T21:44:00,2973.0
70234,2,5119,9032,200,Used Car Promo,carsdotcom,organic,oct-clearance,2025-10-07T10:42:00,Contacted,1002,2025-10-08T05:52:00,769.0
70235,1,5069,9007,201,Weekend Sale,google,cpc,fall-used,2025-08-27T09:22:00,Contacted,1004,2025-08-27T13:25:00,
70236,2,5033,9076,202,Brand Search,website,organic,oct-clearance,2025-10-02T12:07:00,Contacted,1024,2025-10-03T05:52:00,2052.0
70237,1,5001,9057,200,Weekend Sale,website,cpc,weekend,2025-10-01T19:06:00,Show,1002,2025-10-02T12:34:00,1853.0
70238,1,5018,9050,205,Email Blast Oct,email,referral,weekend,2025-08-30T11:40:00,Lost,1004,2025-08-30T15:13:00,901.0
70239,1,5021,9074,203,Used Car Promo,google,cpm,brand-search,2025-09-02T19:23:00,New,1004,2025-09-03T05:20:00,624.0
